T=16.8, H=42.4, 22-Nov-2015, 12.00.03
T=17.0, H=42.2, 22-Nov-2015, 12.15.03
T=17.2, H=41.8, 22-Nov-2015, 12.30.05
T=17.2, H=41.8, 22-Nov-2015, 12.45.02
T=17.0, H=42.1, 22-Nov-2015, 13.00.02
T=16.8, H=42.3, 22-Nov-2015, 13.15.03
T=16.6, H=42.4, 22-Nov-2015, 13.30.02
T=16.5, H=42.8, 22-Nov-2015, 13.45.03
T=16.3, H=43.0, 22-Nov-2015, 14.00.03
T=16.1, H=43.3, 22-Nov-2015, 14.15.02
T=15.9, H=43.7, 22-Nov-2015, 14.30.08
T=15.7, H=44.0, 22-Nov-2015, 14.45.08
T=15.8, H=44.0, 22-Nov-2015, 15.00.02
T=15.6, H=44.2, 22-Nov-2015, 15.15.03
T=15.5, H=44.6, 22-Nov-2015, 15.30.05
T=15.4, H=44.7, 22-Nov-2015, 15.45.05
T=15.3, H=44.8, 22-Nov-2015, 16.00.05
T=15.3, H=44.8, 22-Nov-2015, 16.15.02
T=15.4, H=45.8, 22-Nov-2015, 16.30.03
T=15.7, H=47.3, 22-Nov-2015, 16.45.02
T=15.8, H=47.4, 22-Nov-2015, 17.00.03
T=16.7, H=48.4, 22-Nov-2015, 17.15.10
T=16.7, H=48.4, 22-Nov-2015, 17.30.03
T=17.7, H=48.2, 22-Nov-2015, 17.45.03
T=18.7, H=47.4, 22-Nov-2015, 18.00.02
T=19.4, H=46.5, 22-Nov-2015, 18.15.03
T=19.3, H=44.2, 22-Nov-2015, 18.30.02
T=18.9, H=44.8, 22-Nov-2015, 18.45.02
T=18.7, H=44.6, 22-Nov-2015, 19.00.03
T=18.5, H=44.8, 22-Nov-2015, 19.15.02
T=18.2, H=45.1, 22-Nov-2015, 19.30.03
T=18.0, H=45.4, 22-Nov-2015, 19.45.03
T=17.8, H=45.6, 22-Nov-2015, 20.00.02
T=17.6, H=45.8, 22-Nov-2015, 20.15.03
T=17.5, H=46.1, 22-Nov-2015, 20.30.03
T=17.3, H=46.4, 22-Nov-2015, 20.45.02
T=17.1, H=46.7, 22-Nov-2015, 21.00.03
T=18.1, H=47.2, 22-Nov-2015, 21.15.07
T=18.1, H=47.2, 22-Nov-2015, 21.30.02
T=19.5, H=45.8, 22-Nov-2015, 21.45.05
T=19.5, H=45.9, 22-Nov-2015, 22.00.03
T=19.1, H=46.1, 22-Nov-2015, 22.15.03
T=18.9, H=46.2, 22-Nov-2015, 22.30.05
T=18.7, H=46.6, 22-Nov-2015, 22.45.05
T=18.5, H=47.1, 22-Nov-2015, 23.00.08
T=18.3, H=47.4, 22-Nov-2015, 23.15.02
T=18.2, H=47.7, 22-Nov-2015, 23.30.02
T=17.9, H=47.7, 22-Nov-2015, 23.45.03
T=17.6, H=47.7, 23-Nov-2015, 00.00.02
T=17.3, H=47.8, 23-Nov-2015, 00.15.06
T=17.1, H=47.8, 23-Nov-2015, 00.30.05
T=16.9, H=48.0, 23-Nov-2015, 00.45.05
T=16.7, H=48.1, 23-Nov-2015, 01.00.08
T=16.5, H=48.1, 23-Nov-2015, 01.15.06
T=16.4, H=48.1, 23-Nov-2015, 01.30.06
T=16.2, H=48.1, 23-Nov-2015, 01.45.02
T=16.2, H=48.1, 23-Nov-2015, 02.00.03
T=16.0, H=48.1, 23-Nov-2015, 02.15.02
T=15.9, H=48.2, 23-Nov-2015, 02.30.02
T=15.7, H=48.3, 23-Nov-2015, 02.45.05
T=15.6, H=48.2, 23-Nov-2015, 03.00.03
